postId,pageName,text,time,likes,comments,shares,viewsCount,videoPostViewCount,url,link,year,month,weekday,hour,clean_text,word_count,character_count,engagement,engagement_rate
1505560000000000.0,BarbequeNation,"When the rains arrive, so do the flavours we've all been craving.

From spicy Misal to comforting monsoon favourites from across India, Chef Sadik Mullani brings the season to your plate—one delicious bite at a time. ❤️🍲

📍 Barbeque Nation, Deccan Mall, Pune
📅 21st – 27th July 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #TasteOfMonsoon #Pune #MonsoonFood",2026-07-14 15:17:43+00:00,5,0.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid021JcucLHPWDQJqVBVpL9gVGR3SyT5NsgfxePTqJof59nGhUhBVCQXiGWkFfbmti2ul,No Link,2026,July,Tuesday,15,when the rains arrive so do the flavours weve all been craving from spicy misal to comforting monsoon favourites from across india chef sadik mullani brings the season to your plateone delicious bite at a time barbeque nation deccan mall pune st th july reserve your table now on the barbeque nation app or website for reservations barbequenation tasteofmonsoon pune monsoonfood,61,378,5.0,0.0
1505540000000000.0,BarbequeNation,"This July, discover The Nawab's Table with Chef Aditya Sahu—a limited-time culinary experience that reimagines Mughlai classics with a contemporary twist.

Expect bold flavours, rich aromas, and dishes crafted to celebrate the royal legacy of Mughlai cuisine.

📍 Barbeque Nation, Fun Republic, Lokhandwala, Mumbai
📅 15th – 19th July, 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #BarbequeVibes #Mumbai

Mumbai food festival | Mumbai chef pop up | Mughlai food Mumbai | Lokhandwala restaurants | Andheri West restaurants | Buffet in Mumbai | Unlimited buffet Mumbai",2026-07-14 14:40:18+00:00,13,0.0,0,2332.0,783.0,https://www.facebook.com/reel/1586192019687501/,No Link,2026,July,Tuesday,14,this july discover the nawabs table with chef aditya sahua limitedtime culinary experience that reimagines mughlai classics with a contemporary twist expect bold flavours rich aromas and dishes crafted to celebrate the royal legacy of mughlai cuisine barbeque nation fun republic lokhandwala mumbai th th july reserve your table now on the barbeque nation app or website for reservations barbequenation barbequevibes mumbai mumbai food festival mumbai chef pop up mughlai food mumbai lokhandwala restaurants andheri west restaurants buffet in mumbai unlimited buffet mumbai,83,573,13.0,0.005574614065180103
1505530000000000.0,BarbequeNation,"For the first time ever, the flavours of Southern India arrive at Barbeque Nation UAE. 🌴

Experience Aromas of Southern India, an exclusive chef takeover by Chef Kenneth Gopinath, the youngest contestant on MasterChef India 2023.

Discover South Indian cuisine like you've never tasted before, every dish has been crafted to celebrate the richness of the South with a fresh perspective.

📍 Barbeque Nation, Al Barsha, Dubai
📅 20th–26th July, 2026
📞+971 4 872 3613

#BarbequeNation #BarbequeVibes #Dubai",2026-07-14 14:34:38+00:00,13,0.0,1,2309.0,446.0,https://www.facebook.com/reel/913646545108873/,No Link,2026,July,Tuesday,14,for the first time ever the flavours of southern india arrive at barbeque nation uae experience aromas of southern india an exclusive chef takeover by chef kenneth gopinath the youngest contestant on masterchef india discover south indian cuisine like youve never tasted before every dish has been crafted to celebrate the richness of the south with a fresh perspective barbeque nation al barsha dubai thth july barbequenation barbequevibes dubai,69,446,14.0,0.006063230835859679
1504710000000000.0,BarbequeNation,"This July, your city's serving more than just great food. 🔥
Limited-time chef-curated menus. Unlimited reasons to visit.

📍 Mumbai | Chef Aditya Sahu | 15–19 July
📍 Hyderabad | Chef Suraj Thapa | 20–26 July
📍 Bengaluru | Chef Sherie Mehtaa | 22–26 July
📍 Chennai | Chef Nithya Franklyn | 22–26 July

Which stop are you making first? 👀

Book your table on the Barbeque Nation App or website.

#BarbequeNation #BarbequeVibes #ChefTakeover",2026-07-13 16:30:39+00:00,8,0.0,1,2311.0,382.0,https://www.facebook.com/reel/1847094816273048/,No Link,2026,July,Monday,16,this july your citys serving more than just great food limitedtime chefcurated menus unlimited reasons to visit mumbai chef aditya sahu july hyderabad chef suraj thapa july bengaluru chef sherie mehtaa july chennai chef nithya franklyn july which stop are you making first book your table on the barbeque nation app or website barbequenation barbequevibes cheftakeover,56,368,9.0,0.0038944180008654264
1504660000000000.0,BarbequeNation,"The best recipes aren't always the most famous, sometimes they're the ones waiting to be rediscovered. ✨

Join Chef Sherie Mehta for Saanjha, a celebration of Punjab's forgotten flavours, where every dish carries the warmth of home and the richness of tradition.

📍 Indiranagar, Bengaluru
🗓️ 22nd – 26th July, 2026

Tag your food partner and experience a menu that's been waiting to be remembered. ❤️

#Saanjha #BarbequeNation #ChefSherry",2026-07-13 15:18:25+00:00,9,0.0,2,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0RhSNkMQwocqo4VGvcouoqKGx1Ndo4EuhgpvqdFt7JbXcvigyXazkZSQD2jBTd3yml,No Link,2026,July,Monday,15,the best recipes arent always the most famous sometimes theyre the ones waiting to be rediscovered join chef sherie mehta for saanjha a celebration of punjabs forgotten flavours where every dish carries the warmth of home and the richness of tradition indiranagar bengaluru nd th july tag your food partner and experience a menu thats been waiting to be remembered saanjha barbequenation chefsherry,63,398,11.0,0.0
1503770000000000.0,BarbequeNation,"This July, discover The Nawab's Table with Chef Aditya Sahu—a limited-time culinary experience that reimagines Mughlai classics with a contemporary twist.

Expect bold flavours, rich aromas, and dishes crafted to celebrate the royal legacy of Mughlai cuisine.

📍 Barbeque Nation, Fun Republic, Lokhandwala, Mumbai
📅 15th – 19th July, 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #BarbequeVibes #Mumbai

Mumbai food festival | Mumbai chef pop up | Mughlai food Mumbai | Lokhandwala restaurants | Andheri West restaurants | Buffet in Mumbai | Unlimited buffet Mumbai",2026-07-12 13:58:02+00:00,54,2.0,1,7365.0,2892.0,https://www.facebook.com/reel/1071204995255179/,No Link,2026,July,Sunday,13,this july discover the nawabs table with chef aditya sahua limitedtime culinary experience that reimagines mughlai classics with a contemporary twist expect bold flavours rich aromas and dishes crafted to celebrate the royal legacy of mughlai cuisine barbeque nation fun republic lokhandwala mumbai th th july reserve your table now on the barbeque nation app or website for reservations barbequenation barbequevibes mumbai mumbai food festival mumbai chef pop up mughlai food mumbai lokhandwala restaurants andheri west restaurants buffet in mumbai unlimited buffet mumbai,83,573,57.0,0.007739307535641548
1502180000000000.0,BarbequeNation,"This July, pull up a chair at The Royal Bengal Table, where Chef Suraj Thapa brings Bengal's forgotten culinary treasures back to life—one heirloom recipe at a time.

From royal kitchens to family heirlooms, every bite tells a story worth rediscovering.

📍 Barbeque Nation, Kukatpally, Hyderabad
📅 20th – 26th July, 2026

Reserve your table and taste the Bengal you've never known.

#BengaliCuisine #Hyderabad #BarbequeNation",2026-07-10 15:27:45+00:00,15,0.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0pACrnk1NV4PDkbNWb71knSt9YEd6VuE2opyaPrShjHm7udfCr625k8eAP6mYkMnDl,No Link,2026,July,Friday,15,this july pull up a chair at the royal bengal table where chef suraj thapa brings bengals forgotten culinary treasures back to lifeone heirloom recipe at a time from royal kitchens to family heirlooms every bite tells a story worth rediscovering barbeque nation kukatpally hyderabad th th july reserve your table and taste the bengal youve never known bengalicuisine hyderabad barbequenation,61,391,15.0,0.0
1501090000000000.0,BarbequeNation,"For the first time ever, the flavours of Southern India arrive at Barbeque Nation UAE. 🌴

Experience Aromas of Southern India, an exclusive chef takeover by Chef Kenneth Gopinath, the youngest contestant on MasterChef India 2023.

Discover South Indian cuisine like you've never tasted before, every dish has been crafted to celebrate the richness of the South with a fresh perspective.

📍 Barbeque Nation, Al Barsha, Dubai
📅 20th–26th July, 2026
📞+971 4 872 3613

#BarbequeNation #BarbequeVibes #Dubai",2026-07-09 10:44:11+00:00,3,0.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0iKsYrsqaPv3kn7gmwQUqL83dNCcmpxK1dGT3e3eAi1Lk2D4PmYRsciMZDj1UM1a2l,No Link,2026,July,Thursday,10,for the first time ever the flavours of southern india arrive at barbeque nation uae experience aromas of southern india an exclusive chef takeover by chef kenneth gopinath the youngest contestant on masterchef india discover south indian cuisine like youve never tasted before every dish has been crafted to celebrate the richness of the south with a fresh perspective barbeque nation al barsha dubai thth july barbequenation barbequevibes dubai,69,446,3.0,0.0
1499090000000000.0,BarbequeNation,"Some points are earned.
Some are brownie points. 😉

Because the sweetest rewards are always on the table at Barbeque Nation. ❤️🍽️

#WorldChocolateDay #BarbequeNation",2026-07-07 06:21:06+00:00,6,2.0,1,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid02QjxXNwUAvE1ARzQwvqKU25p6njAwbqCb4gAzsxzau4RLWRtDcEDthTNkGmsCSLTal,No Link,2026,July,Tuesday,6,some points are earned some are brownie points because the sweetest rewards are always on the table at barbeque nation worldchocolateday barbequenation,22,151,9.0,0.0
1497440000000000.0,BarbequeNation,"This July, discover The Nawab's Table with Chef Aditya Sahu—a limited-time culinary experience that reimagines Mughlai classics with a contemporary twist.

Expect bold flavours, rich aromas, and dishes crafted to celebrate the royal legacy of Mughlai cuisine.

📍 Barbeque Nation, Fun Republic, Lokhandwala, Mumbai
📅 15th – 19th July, 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #BarbequeVibes #Mumbai

Mumbai food festival | Mumbai chef pop up | Mughlai food Mumbai | Lokhandwala restaurants | Andheri West restaurants | Buffet in Mumbai | Unlimited buffet Mumbai",2026-07-05 12:43:49+00:00,7,1.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid02rGQn7YJ7jfY7U2RPSS8Q1h9rsGqPnMNkMZLVBPRdGopty43RLV5AFFGRtR9jmf8wl,No Link,2026,July,Sunday,12,this july discover the nawabs table with chef aditya sahua limitedtime culinary experience that reimagines mughlai classics with a contemporary twist expect bold flavours rich aromas and dishes crafted to celebrate the royal legacy of mughlai cuisine barbeque nation fun republic lokhandwala mumbai th th july reserve your table now on the barbeque nation app or website for reservations barbequenation barbequevibes mumbai mumbai food festival mumbai chef pop up mughlai food mumbai lokhandwala restaurants andheri west restaurants buffet in mumbai unlimited buffet mumbai,83,573,8.0,0.0
