id,title,description_text,channelName,channelId,viewCount,likes,commentsCount,date,url,processed_at
Ps9X7g_Wr5c,Chotti badi khushiyan,"Life is a party, and every moment is worth celebrating! Let's dance in the rain, laugh until our cheeks hurt, and cheers to the good, the bad, and the in-between. Sharing these moments with our loved ones brings the greatest happiness in the world. So, put on your party hat, and let's raise a glass to all of life's tiny, but mighty, moments at your celebration destination — Barbeque Nation. #CelebrateGrillSe",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,668485,3,0,2023-01-11T11:07:45.000Z,https://www.youtube.com/watch?v=Ps9X7g_Wr5c,2026-07-30 07:08:28
BWO7ZBOdzDY,Add the magic to your precious moments,"Aww, losing a tooth is such a magical and exciting moment! It's like a special milestone in a child's life, don't you think? We’re not sure about the Tooth Fairy, but we think it definitely deserves a special treat! Life is made up of so many little moments that bring joy and meaning to our lives. We’ll help you cherish them forever. #CelebrateGrillSe with an unlimited buffet made with love only at Barbeque Nation.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1033344,7,1,2022-12-13T11:16:04.000Z,https://www.youtube.com/watch?v=BWO7ZBOdzDY,2026-07-30 07:08:28
obNzmTvdw2g,Delhi Guest experience,"From chart-busters to chakhna, Delhi’s Bollywood Night had everything -  energy, flavour, and a crowd that owned every beat! 🎶🔥",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,672,0,0,2025-12-18T12:45:34.000Z,https://www.youtube.com/shorts/obNzmTvdw2g,2026-07-30 07:08:28
--QKEQejuRE,Freedom never tasted so good!,"Finding out that your leave has been approved is like winning the lottery! You deserve a break. Imagine catching up on your favorite shows and some much-needed sleep. Soar into your freedom with some lip-smacking grilled chicken! We know how much this means to you. So, come over with your buddies and indulge in unlimited grills and unlimited fun. Let’s get the good times rolling! #CelebrateGrillSe",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1192693,9,4,2022-12-13T10:50:50.000Z,https://www.youtube.com/watch?v=--QKEQejuRE,2026-07-30 07:08:28
qzoC18n39B0,BBQN Iftar Fest - Ramadan Special,"On the occasion of Ramadan, we celebrated the Barbeque Nation Iftar Fest with underprivileged children from NGOs across five cities—Bengaluru, New Delhi, Mumbai, Kolkata, and Hyderabad—in a special initiative as part of our Ramadan Extravaganza food festival.

More than 200 children from partner NGOs like @hopeforlifefoundation403  and @buildingblocksin  Bengaluru, @RobinHoodArmy.  -Mumbai and Kolkata,  @khushiyaanfoundation9655 - Delhi, and Hope for Life Foundation- Hyderabad, were hosted to a warm Iftar in the Barbeque Nation restaurants.

It was a heartwarming experience filled with fun activities, delicious treats and lots of laughter! 

In this moment of shared joy and heartfelt connection, we rediscovered the beauty and happiness of coming together as one.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,478,9,1,2024-04-11T12:00:15.000Z,https://www.youtube.com/watch?v=qzoC18n39B0,2026-07-30 07:08:28
hINRKTabDLY,Awadhi Viraasat,"When the internet hacks met the Awadhi kitchen....chaos toh hona hi tha.

Microwave biryani in 12 minutes?
Air-fried seekh kebab ""same taste""?
Sheermal dough in a blender?

Chef ka reply:
""Shortcut se reel ban jaati hai.. khana nahi.""

Experience the real deal - the forgotten flavours, the lost techniques, the timeless Awadhi Viraasat,

📆3rd-7th December
📍Barbeque Nation, Lulu Mall Lucknow

#AwadhiViraasat #BarbequeNation
#LucknowFood #AwadhiCuisine #NoShortcuts",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1331,10,0,2025-12-02T12:28:53.000Z,https://www.youtube.com/shorts/hINRKTabDLY,2026-07-30 07:08:28
vQ_alFys1Qs,Watch Whats Hot Mumbai Relishing Shaan-daar Barbeque at Barbeque-Di-Shaan | Barbeque Nation,"Download the app to book your table now and get Rs.100 off on your first transaction: https://bit.ly/32L7128
This NYE, Whats Hot Mumbai was busy filling up their plate with mouth-watering and spicy hot barbeque at #BarbequeDiShaan!

You can still continue your New Year's celebration at Barbeque Nation. Dress up like never before for a starry night 💃 and enjoy a roller-coaster ride full of enticing cuisines 🍗
But hurry, #BarbequeDiShaan is only till 5th January 2022.

Visit our nearest outlet now!",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,609,8,0,2022-01-04T06:47:26.000Z,https://www.youtube.com/watch?v=vQ_alFys1Qs,2026-07-30 07:08:28
-x8GMVJfjSU,What's your reason to celebrate??,"Welcome to “Grill and Chill” the biggest bash of the year only at Barbeque Nation 

It’s unlike anything you have experienced before

Watch out for unlimited grills, delicious food ,exciting games, surprises, and lots of fun

Book your tables Now!!!",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1621,11,0,2022-12-11T14:22:36.000Z,https://www.youtube.com/watch?v=-x8GMVJfjSU,2026-07-30 07:08:28
HNlJpNPevKQ,When nostalgia hits a sweet spot,"One thing that makes life worth celebrating is how it can surprise us. They might be big, life-changing events, or they might be small, seemingly insignificant moments. Either way, it calls for a celebration! Are you ready to relive the joy of fitting into your old jeans? Get your gals and join us at Barbeque Nation for unlimited food and fun. Not only will you get to enjoy all your favorite dishes, but you'll also get to make new memories. So don't miss out, let’s #celebrategrillse.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1193546,2,0,2022-12-13T10:38:21.000Z,https://www.youtube.com/watch?v=HNlJpNPevKQ,2026-07-30 07:08:28
W0Ef89RfI8M,Family time toh banta hai,"Who doesn't love a good family game night?! There's nothing like bonding over a friendly competition and laughing with your loved ones. Not to mention, it's a great opportunity to unplug from technology. So let's make some memories and schedule a family dinner ASAP! There’s something for everyone — only at Barbeque Nation. #CelebrateGrillSe",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1275216,10,0,2022-12-11T14:13:07.000Z,https://www.youtube.com/watch?v=W0Ef89RfI8M,2026-07-30 07:08:28
fSPDeS3frws,Barbequedishaan,"Nonstop fun and masti happening at #BarbequeDiShaan 🥳🕺
Join our Barbeque gang and groove to the hottest tunes of the season now!!
Reserve your table today.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,341,10,0,2021-12-30T05:14:12.000Z,https://www.youtube.com/watch?v=fSPDeS3frws,2026-07-30 07:08:28
4mpvrE3TRlQ,Barbequedishaan,"#BarbequeDiShaan, Where Party Never Ends 🥳
Unlimited delicacies, music, and mazaa awaits you at Barbeque Nation!
Make reservations now",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,444,10,0,2021-12-31T10:21:19.000Z,https://www.youtube.com/watch?v=4mpvrE3TRlQ,2026-07-30 07:08:28
zT8GjpBZiew,Atmosfire Catering by Barbeque Nation | Where Every Celebration Becomes an Extraordinary Experience,"Transforming ordinary events into extraordinary experiences, Atmosfire Catering brings the magic of Barbeque Nation's signature experience to your most special moments. From weddings to intimate gatherings, our expert chefs, live cooking stations, and customized menus turn every event into a spectacular feast that your guests will remember forever.
Starting price 599/ per pax.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,963,3,0,2024-12-12T12:55:44.000Z,https://www.youtube.com/watch?v=zT8GjpBZiew,2026-07-30 07:08:28
nWg_aDjXpJg,Barbequedishaan,"#BarbequeDiShaan, Where Party Never Ends 🥳
Unlimited delicacies, music, and mazaa awaits you at Barbeque Nation!
Make reservations now",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,172,3,0,2021-12-31T10:18:43.000Z,https://www.youtube.com/watch?v=nWg_aDjXpJg,2026-07-30 07:08:28
CVMWl1UyweY,Barbequedishaan,"#BarbequeDiShaan, Where Party Never Ends 🥳
Unlimited delicacies, music, and mazaa awaits you at Barbeque Nation!
Make reservations now",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,319,7,0,2021-12-31T10:21:51.000Z,https://www.youtube.com/watch?v=CVMWl1UyweY,2026-07-30 07:08:28
egFQ1zq6gGU,"Milne Ki Bhookh, Acchi Bhookh Hai - Grilled Prawns","Catching up over great food just got more rewarding. 🎁
Get ₹125 OFF per person on your next dine-in at Barbeque Nation.
Use Code: CONNECT125
Because ‘Milne ki bhookh acchi bhookh hai.’ 😋🍽️
T&C apply.
#MilneKiBhookh #BarbequeNation",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1483791,4,0,2026-01-21T10:18:52.000Z,https://www.youtube.com/shorts/egFQ1zq6gGU,2026-07-30 07:08:28
-1Ckqe3OxOE,Barbequedishaan,"Nonstop fun and masti happening at #BarbequeDiShaan 🥳🕺
Join our Barbeque gang and groove to the hottest tunes of the season now!!
Reserve your table today.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,279,10,0,2021-12-30T05:13:42.000Z,https://www.youtube.com/watch?v=-1Ckqe3OxOE,2026-07-30 07:08:28
6XlYlNVVV_E,Hrithik ka Delhi,"Hrithik ka Delhi me kya khaane ka mann kiya

‪@zomato‬",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,386,10,2,2022-07-17T06:20:39.000Z,https://www.youtube.com/watch?v=6XlYlNVVV_E,2026-07-30 07:08:28
KeNjAq7fOco,Milne Ki Bhookh Acchi Bhookh Hai – Kulfi,"Pehle kya pighlega, friend ka dil ya faloode wali kulfi? 🍨💛
Miloge toh jaanoge.
Toh Barbeque Nation mein zaroor miliye kyunki ‘Milne ki bhookh acchi bhookh hai.’ 🤗

#Milnekibhookh #BarbequeNation",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,50882974,17,1,2026-02-06T09:50:01.000Z,https://www.youtube.com/watch?v=KeNjAq7fOco,2026-07-30 07:08:28
Usg1GiB8QgI,A foodie Mom’s story | Barbeque Nation,"This Mother’s Day, Barbeque Nation celebrates the foodie in every Mom – her cravings, her joy of eating like nobody’s watching.

#BarbequeNation #HappyMothersDay",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,57178735,68,9,2026-05-06T18:28:01.000Z,https://www.youtube.com/watch?v=Usg1GiB8QgI,2026-07-30 07:08:28
X0iCLNYHpp4,Little big wins matter too,"There is a special kind of joy that comes with just barely passing an exam. It might not be the most impressive feat, but the feeling of relief is hard to match. Not just that — it kinda motivates you to do better the next time! Until then, every victory no matter how big or small deserves to be celebrated. So, pat yourself on the back and #celebrategrillse with unlimited food at Barbeque Nation.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1303240,9,0,2022-12-13T10:44:22.000Z,https://www.youtube.com/watch?v=X0iCLNYHpp4,2026-07-30 07:08:28
sYLF8mEezbE,"Milne Ki Bhookh, Acchi Bhookh Hai - Grilled Prawns","Kuch cheezein butter se pighalti hain, kuch sirf saath baithne se. Jaise yeh prawns 🍤 aur daadu👴🏻, aur jaise hum sab…

Toh agli baar kisika dil pighlana ho toh Barbeque Nation mein zaroor miliye kyunki ‘Milne ki bhookh acchi bhookh hai.’ 🤗

#MilneKiBhookh #BarbequeNation",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,59101770,14,1,2025-12-27T11:20:02.000Z,https://www.youtube.com/watch?v=sYLF8mEezbE,2026-07-30 07:08:28
fZ9qJl3l5xE,AndhraUtsavam,"Get ready to experience Andhra
Utsavam - a spirited culinary showcase where
Chef Meera GT brings the 6 iconic Shadruchulu to your plate with unmatched authenticity. From sweet and sour to spicy, salty, bitter and tangy - taste every note of Andhra cuisine in a menu crafted with precision, heritage and heart.

An architect-turned-chef with a deep-rooted love for Andhra flavours, Chef Meera reimagines traditional dishes while staying true to their soulful origins.


⏰️26th-30th November 2025
📍Barbeque Nation, Indiranagar, Bengaluru
👩‍🍳Curated by Chef Meera - Andhra cuisine expert
☎️2 080 6902 8722 | Book now on the Barbeque Nation App

A rare 5-day culinary celebration of tradition,
technique and taste - come be part of the
Utsavam!


#AndhraUtsavam #Shadruchulu #BarbequeNation
#ChefMeera #AndhraCuisine #BengaluruFood
#PopUpDining #LimitedEditionExperience",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,358,3,0,2025-11-26T11:42:54.000Z,https://www.youtube.com/shorts/fZ9qJl3l5xE,2026-07-30 07:08:28
s77z2xb0GAE,Hearing what you crave?,Did you just hear what you were craving the most? This is your sign to have a delicious meal at Barbeque Nation 🤔 Go book your table this moment.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1452,9,1,2025-03-31T20:03:46.000Z,https://www.youtube.com/shorts/s77z2xb0GAE,2026-07-30 07:08:28
ARvkw-CynaE,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,417,21,0,2021-12-26T13:20:56.000Z,https://www.youtube.com/watch?v=ARvkw-CynaE,2026-07-30 07:08:28
AWLLPk54XzQ,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,174,12,0,2021-12-27T15:28:41.000Z,https://www.youtube.com/watch?v=AWLLPk54XzQ,2026-07-30 07:08:28
NvBVavyiFgM,Chirag panjwani at barbeque nation,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,2379,80,2,2025-06-03T16:52:41.000Z,https://www.youtube.com/shorts/NvBVavyiFgM,2026-07-30 07:08:28
rRAw-1G7AAk,Mona Lisa x Barbeque Nation,"No doubt, a Barbeque Nation feast leaves everyone smiling. What’s your favourite dish from our menu? Let us know in the comments below.

[Barbeque Nation, favorite dish, food, restaurant, Indian cuisine, grill, experience, foodie, food love, book now, try, indulge, flavours, treat, grill]",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,831,11,0,2024-12-28T07:43:13.000Z,https://www.youtube.com/shorts/rRAw-1G7AAk,2026-07-30 07:08:28
9umGlCVRQ8c,Merry Christmas from Shaan and Barbeque Nation 🎅🎄 | Barbeque-Di-Shaan,"It's time to grill, chill, and celebrate at Barbeque-Di-Shaan 🍗
Make reservations now to enjoy endless barbeque cuisines: https://bit.ly/3my5eEq 
Feel the magic of Christmas at the #1 barbeque restaurant in your neighbourhood, #BBQNation!

#YearEndBash #BarbequeDiShaan #Restaurants #Barbeque #BBQ #Shaan #BarbequeAppDownload #FoodLovers #Foodies #FoodLove #BBQNation  #RestaurantsInIndia #ShaanFans",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,387,16,0,2021-12-24T19:25:57.000Z,https://www.youtube.com/watch?v=9umGlCVRQ8c,2026-07-30 07:08:28
HZ2dOYpuuUw,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,402,29,0,2021-12-25T20:17:11.000Z,https://www.youtube.com/watch?v=HZ2dOYpuuUw,2026-07-30 07:08:28
OJMAS9XZp58,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,243,25,0,2021-12-25T20:17:58.000Z,https://www.youtube.com/watch?v=OJMAS9XZp58,2026-07-30 07:08:28
xLVz9232mI4,Celebrate with Barbeque Nation,"Good food makes life’s best moments extra special. So go on, host your next celebration with unlimited food, and make extra special memories.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1239,8,1,2025-03-31T20:02:23.000Z,https://www.youtube.com/shorts/xLVz9232mI4,2026-07-30 07:08:28
_9RcvR0Cqv0,Yehi Toh Hai BBQ-DI-SHAAN 🔥 | Barbeque Nation | 15th Dec 2021 - 5th Jan 2022,"Enjoy your Shaan-daar grill at the hottest #YearEnd food fest, #BarbequeDiShaan
Book your table now: https://bit.ly/3yNfSMc
Groove to the hottest BBQ song of the year and enjoy an evening full of mouth-watering grills!",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,395998,44,1,2021-12-22T07:24:26.000Z,https://www.youtube.com/watch?v=_9RcvR0Cqv0,2026-07-30 07:08:28
39UPuRp-DEw,BBQ  Indore,Opening soon our newest outlet at Indore serving the widest variety of grills and wide spread buffet. You will soon feast on unlimited grills at our new outlet.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,830,11,0,2020-10-03T06:49:55.000Z,https://www.youtube.com/watch?v=39UPuRp-DEw,2026-07-30 07:08:28
-rdSNOP6w-8,Head over to BBQ Nation today,"Calling out all foodies to relish some smoking grills and irresistible treats!
Head over to BBQ Nation today and book your table with us! http://bit.ly/2wpuGog
#BarbequeNation #buffet #restaurant #grill #fooddelivery #barbequeinabox #food #biryani #FoodieBeauty",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1597,28,0,2021-07-26T12:41:49.000Z,https://www.youtube.com/watch?v=-rdSNOP6w-8,2026-07-30 07:08:28
8m6uanPyx4E,"Grill, Chill and Thrill at Barbeque-Di-Shaan | 15th Dec 2021 - 5th Jan 2022 | Barbeque Nation","Barbeque Nation brings to you the biggest year-end barbeque bash, #BarbequeDiShaan!
Book your table now:  https://bit.ly/3mrVVpB
Get ready for neverending servings of mouth-watering grills😋, chilling music, and thrilling contests😍. Endless delicacies and unlimited mazaa awaits you! 

#YearEndBash #YearEndOffers #Restaurants #Barbeque #BBQ #Shaan #ShaanFans #Offers #Discounts #FoodLovers #Foodies #FoodLove #BBQNation #BBQDiShaan #RestaurantsInIndia",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,414206,567,22,2021-12-15T07:55:47.000Z,https://www.youtube.com/watch?v=8m6uanPyx4E,2026-07-30 07:08:28
MMtfhYtB6r0,A pat on our back is what keeps us going!😊,"A pat on our back is what keeps us going! This means a lot. Thank You 😊

Experience the new way to dineout. Reserve your table now - http://bit.ly/2wpuGog",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,273,7,0,2020-07-29T10:54:09.000Z,https://www.youtube.com/watch?v=MMtfhYtB6r0,2026-07-30 07:08:28
OKhkrse2nrc,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,305,19,0,2021-12-25T20:16:20.000Z,https://www.youtube.com/watch?v=OKhkrse2nrc,2026-07-30 07:08:28
oe3yjNG3UjU,Smoking grills and Irresistible treats!,"Calling out all foodies to relish some smoking grills and irresistible treats!
Head over to BBQ Nation today and book your table with us! http://bit.ly/2wpuGog",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1121,15,0,2021-07-20T09:36:12.000Z,https://www.youtube.com/watch?v=oe3yjNG3UjU,2026-07-30 07:08:28
93NkbJALBuY,It's The Time To Disco 🕺 at #BarbequeDiShaan | 15th Dec 2021 - 5th Jan 2022,"Your favourite Shaan is singing, dancing, and relishing Shaan-daar Barbeque at #BBQNation! 🤩🤤
Be like Shaan!
Book your table today: https://bit.ly/3yNfSMc",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,23571,8,1,2021-12-22T07:32:41.000Z,https://www.youtube.com/watch?v=93NkbJALBuY,2026-07-30 07:08:28
FH6yvZnzfSY,"Grill, Chill and Thrill at Barbeque-Di-Shaan | 15th Dec 2021 - 5th Jan 2022","Barbeque Nation brings to you the biggest year-end barbeque bash, #BarbequeDiShaan!
Book your table now:  https://bit.ly/3mrVVpB

Get ready for neverending servings of mouth-watering grills😋, chilling music, and thrilling contests😍. Endless delicacies and unlimited mazaa awaits you! 

Download the BBQNationApp and get Rs.100 off on your first transaction: https://app.bnhl.in/c8Ci
#YearEndBash #YearEndOffers #Restaurants #Barbeque #BBQ #Shaan #ShaanFans #Offers #Discounts #FoodLovers #Foodies #FoodLove #BBQNation #BBQDiShaan #RestaurantsInIndia",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1023,49,4,2021-12-21T05:41:59.000Z,https://www.youtube.com/watch?v=FH6yvZnzfSY,2026-07-30 07:08:28
kEMtZD1cUMA,Enjoy Barbeque Nation’s new way to dine-in.,"Sights & Sounds that tranquillize your mind.Experience the new way to dine-in.
Reserve your table now - http://bit.ly/2wpuGog",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,713,11,0,2020-07-08T10:31:23.000Z,https://www.youtube.com/watch?v=kEMtZD1cUMA,2026-07-30 07:08:28
GTeXloJ0URM,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,262,14,0,2021-12-27T15:29:13.000Z,https://www.youtube.com/watch?v=GTeXloJ0URM,2026-07-30 07:08:28
i_Tn2E1NuCc,Barbequedishaan,"Celebrating all day, every day!
Join in on the fun and enjoy a roller-coaster ride full of yummylicious cuisines and never-ending celebrations this year-end at #BBQNation! #barbequedishaan",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,187,5,0,2021-12-29T03:45:25.000Z,https://www.youtube.com/watch?v=i_Tn2E1NuCc,2026-07-30 07:08:28
YvlF60lWUHw,Luscious Fish Tikka,"Enjoy Barbeque Nation’s new way to dine-in, get unlimited food served on the table. 

Reserve your table now - http://bit.ly/2wpuGog",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,901,2,0,2020-07-07T06:21:44.000Z,https://www.youtube.com/watch?v=YvlF60lWUHw,2026-07-30 07:08:28
mDorW7w9YMs,Barbequedishaan,"Celebrating all day, every day!
Join in on the fun and enjoy a roller-coaster ride full of yummylicious cuisines and never-ending celebrations this year-end at #BBQNation! #barbequedishaan",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,180,9,0,2021-12-29T03:44:11.000Z,https://www.youtube.com/watch?v=mDorW7w9YMs,2026-07-30 07:08:28
I7lX3u7-aY0,LET'S RECREATE SUCH MOMENTS,"Cherished moments from our memory cache...
Bookings Open @ Barbequenation. Experience the new way to dineout. 

Reserve your table now - http://bit.ly/2wpuGog
#NoCompromiseDining",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,416,14,2,2020-06-29T13:28:04.000Z,https://www.youtube.com/watch?v=I7lX3u7-aY0,2026-07-30 07:08:28
ESd8RRSSdcI,Section 12 Cleaning and sanitization of outlet,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,262,4,0,2020-05-30T09:33:39.000Z,https://www.youtube.com/watch?v=ESd8RRSSdcI,2026-07-30 07:08:28
ILRe26PRWXg,Barbeque in Box,"Celebrate birthdays, anniversaries, get-together, while we deliver your favourite dishes from Barbeque Nation @ your door step with BBQ in a box.
For  Reservation / Takeaway /  Delivery  click : https://linktr.ee/BBQN


Currently live in Bangalore. Coming to your city soon",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,3375,47,0,2020-06-30T07:02:50.000Z,https://www.youtube.com/watch?v=ILRe26PRWXg,2026-07-30 07:08:28
3KZLCkEwBi4,Section 5  Starter and beverage service,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,408,9,2,2020-05-30T09:02:04.000Z,https://www.youtube.com/watch?v=3KZLCkEwBi4,2026-07-30 07:08:28
fwKyladYSoI,Section 6   7  Main course service   Desert Service,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,562,9,0,2020-05-30T09:07:26.000Z,https://www.youtube.com/watch?v=fwKyladYSoI,2026-07-30 07:08:28
DgXjxEYCGDE,Barbequenation #NoCompromiseDining,"Bookings Open @ Barbequenation. Experience the new way to dineout. Reserve your table now - http://bit.ly/2wpuGog
#NoCompromiseDining",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1097,8,0,2020-06-18T11:48:53.000Z,https://www.youtube.com/watch?v=DgXjxEYCGDE,2026-07-30 07:08:28
AgEoWXfzQbU,Section 10 Main course and dessert pick up,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,334,4,0,2020-05-30T09:18:13.000Z,https://www.youtube.com/watch?v=AgEoWXfzQbU,2026-07-30 07:08:28
zsim6HlvQZg,Section 11 Employee grooming and sanitization process,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,699,27,0,2020-05-30T09:28:23.000Z,https://www.youtube.com/watch?v=zsim6HlvQZg,2026-07-30 07:08:28
vBOhAydRZjE,Section 3 Table Sanitization   Setup,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,694,18,1,2020-05-30T08:51:31.000Z,https://www.youtube.com/watch?v=vBOhAydRZjE,2026-07-30 07:08:28
gNnMVPbvd7I,Section 9   Billing,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,397,8,0,2020-05-30T09:14:58.000Z,https://www.youtube.com/watch?v=gNnMVPbvd7I,2026-07-30 07:08:28
tUZnWQ8aQJk,Main Video,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,2559,102,5,2020-05-30T08:06:13.000Z,https://www.youtube.com/watch?v=tUZnWQ8aQJk,2026-07-30 07:08:28
Y_YkshVoObI,Barbeque Nation's  2nd outlet at Agra,"Barbeque Nation, India's leading casual dining restaurant chain announced the launch of its 2nd Outlet in Agra. Starting with the very first outlet in 2006 at Mumbai, the restaurant has come a long way in defining the concept of casual dining, giving diners a chance to barbecue their own food on the table with unlimited starters.

Book your table to feast unlimited- https://www.barbequenation.com/

Download our Mobile App:- http://bit.ly/BNBBQN 

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1312,10,0,2020-02-06T10:52:46.000Z,https://www.youtube.com/watch?v=Y_YkshVoObI,2026-07-30 07:08:28
9JRGynLdKBE,Section 8  Birthday Celebration,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,387,7,1,2020-05-30T09:11:48.000Z,https://www.youtube.com/watch?v=9JRGynLdKBE,2026-07-30 07:08:28
wc99bjBTKfs,Barbeque Nation coming soon at New Friends Colony (New Delhi),"Barbeque Nation, India's leading casual dining restaurant chain announced the launch of its 10th Outlet in New Delhi. Starting with the very first outlet in the City in 2007, the restaurant has come a long way in defining the concept of casual dining, giving diners a chance to barbecue their own food on the table with unlimited starters.

Book your table to feast unlimited- https://www.barbequenation.com/

Download our Mobile App:- http://bit.ly/BNBBQN 

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,976,9,0,2020-02-06T04:31:45.000Z,https://www.youtube.com/watch?v=wc99bjBTKfs,2026-07-30 07:08:28
yfFwPP5_16M,Section 1   Vallet Parking Corrected,,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,398,9,0,2020-05-30T08:37:54.000Z,https://www.youtube.com/watch?v=yfFwPP5_16M,2026-07-30 07:08:28
0ngaDWzVx8s,Barbequedishaan,Glimpse of #Barbequedishaan performance across our outlets.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,275,19,0,2021-12-27T15:31:18.000Z,https://www.youtube.com/watch?v=0ngaDWzVx8s,2026-07-30 07:08:28
oAgsIHeBIIM,Professor Shanku cast at Barbeque Nation.,"Here is what Mr Dhritiman Chatterjee from the cast of Professor Shanko has to say about his recent meal at Barbeque Nation. 

Book your table- https://www.barbequenation.com/

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,135,7,0,2020-01-30T10:01:18.000Z,https://www.youtube.com/watch?v=oAgsIHeBIIM,2026-07-30 07:08:28
KUwQKzZ5h4g,Barbeque Nation Smile Club,"There's nothing quite rewarding like a smile.


Join our Smile Club, earn Smile points while dining at Barbeque Nation and get amazing gift vouchers.

Download our Mobile App:- http://bit.ly/BNBBQN

To know more about our Smile Club, visit http://bit.ly/BNsmle

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,212747,15,0,2020-02-04T09:54:24.000Z,https://www.youtube.com/watch?v=KUwQKzZ5h4g,2026-07-30 07:08:28
