id,type,productType,shortCode,url,timestamp,caption,likesCount,commentsCount,videoViewCount,videoPlayCount,ownerUsername,ownerFullName,ownerId,locationName,isCommentsDisabled,isPinned,hashtags,mentions,processed_at
3.94538E+18,Image,feed,DbAzyMch1GF,https://www.instagram.com/p/DbAzyMch1GF/,2026-07-20T11:14:54.000Z,"Every great journey deserves an unlimited feast. 🔥

#odyssey #Nolan #Trending",70,7,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"odyssey, Nolan, Trending",,26-07-2026 11:49
3.9452E+18,Video,clips,DbALoeRhjx3,https://www.instagram.com/p/DbALoeRhjx3/,2026-07-20T05:25:16.000Z,"The doors open today. 🌴

For the first time ever, the flavours of Southern India arrive at Barbeque Nation UAE with **Aromas of Southern India**—an exclusive chef takeover by Chef Kenneth Gopinath, the youngest contestant on MasterChef India.

From bold spices to timeless regional favourites, discover a menu that celebrates the richness of Southern India with a fresh perspective.

📍 Barbeque Nation, Al Barsha, Dubai
📅 Starting today | 20th–26th July, 2026
📞 +971 4 872 3613

Book your table and be among the first to experience it.

#BarbequeNation #BarbequeVibes #Dubai",122,15,,29894,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, Dubai",,26-07-2026 11:49
3.94602E+18,Video,clips,DbDFq8PhLJJ,https://www.instagram.com/p/DbDFq8PhLJJ/,2026-07-21T08:30:40.000Z,"When the rains arrive, so do the flavours we've all been craving.

From spicy Misal to comforting monsoon favourites from across India, Chef Sadik Mullani brings the season to your plate—one delicious bite at a time. ❤️🍲

📍 Barbeque Nation, Deccan Mall, Pune
📅 21st – 27th July 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #TasteOfMonsoon #Pune",188,9,,35114,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, TasteOfMonsoon, Pune",,26-07-2026 11:49
3.94622E+18,Video,clips,DbDx_AbhDpl,https://www.instagram.com/p/DbDx_AbhDpl/,2026-07-21T14:57:50.000Z,"The best recipes aren't always the most famous, sometimes they're the ones waiting to be rediscovered. ✨

Join Chef Sherie Mehta for Saanjha, a celebration of Punjab's forgotten flavours, where every dish carries the warmth of home and the richness of tradition.

📍 Indiranagar, Bengaluru
🗓️ 22nd – 26th July, 2026

Tag your food partner and experience a menu that's been waiting to be remembered. ❤️

#Saanjha #BarbequeNation #ChefSherry",436,17,,38034,barbequenation,Barbeque Nation,506635909,,FALSE,,"Saanjha, BarbequeNation, ChefSherry",,26-07-2026 11:49
3.94539E+18,Image,feed,DbA2DvwhW5D,https://www.instagram.com/p/DbA2DvwhW5D/,2026-07-20T11:34:45.000Z,"And the winners are... 🎉

A big congratulations to our smile champions! 😄

Shoutout to:
✨ @piya_n_mom
✨ @tithimondal213
✨ @nandsinsta

Thank you to everyone who joined in and filled our comments with smiles. Your favourite emojis made our day a little brighter. ❤️

Winners, keep an eye on your DMs—we'll be reaching out soon! 📩

#BarbequeNation #SmilesAreEverywhere #ContestWinners",90,34,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, SmilesAreEverywhere, ContestWinners","piya_n_mom, tithimondal213, nandsinsta",26-07-2026 11:49
3.94525E+18,Video,clips,DbAWrZ8hc8l,https://www.instagram.com/p/DbAWrZ8hc8l/,2026-07-20T07:02:41.000Z,"Suvai Yathirai isn't just a food festival—it's a journey across the rich flavours of the Deccan. 🌿

From forgotten family recipes to regional favourites, Dr. Chef Nithya Franklyn brings together the stories, spices, and soul of South India in one unforgettable culinary experience.

📍 Barbeque Nation, T Nagar, Chennai
📅 22nd–26th July, 2026

Come hungry. Leave with a taste of the Deccan you'll remember.

#BarbequeNation #BarbequeVibes #SuvaiYathirai #Chennai",150,28,,37203,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, SuvaiYathirai, Chennai",,26-07-2026 11:49
3.94047E+18,Video,clips,DavWOIwNqw4,https://www.instagram.com/p/DavWOIwNqw4/,2026-07-13T16:30:19.000Z,"This July, your city's serving more than just great food. 🔥
Limited-time chef-curated menus. Unlimited reasons to visit.

📍 Mumbai | Chef Aditya Sahu | 15–19 July
📍 Hyderabad | Chef Suraj Thapa | 20–26 July
📍 Bengaluru | Chef Sherie Mehtaa | 22–26 July
📍 Chennai | Chef Nithya Franklyn | 22–26 July

Which stop are you making first? 👀

Book your table on the Barbeque Nation App or website.

#BarbequeNation #BarbequeVibes #ChefTakeover",184,35,,40785,barbequenation,Barbeque Nation,506635909,,FALSE,TRUE,"BarbequeNation, BarbequeVibes, ChefTakeover",,26-07-2026 11:49
3.94522E+18,Video,clips,DbAPpJ2BASs,https://www.instagram.com/p/DbAPpJ2BASs/,2026-07-20T06:32:34.000Z,"This July, pull up a chair at The Royal Bengal Table, where Chef Suraj Thapa brings Bengal's forgotten culinary treasures back to life—one heirloom recipe at a time.

From royal kitchens to family heirlooms, every bite tells a story worth rediscovering.

📍 Barbeque Nation, Kukatpally, Hyderabad
📅 20th – 26th July, 2026
Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BengaliCuisine #Hyderabad #BarbequeNation",239,24,,35745,barbequenation,Barbeque Nation,506635909,,FALSE,,"BengaliCuisine, Hyderabad, BarbequeNation",,26-07-2026 11:49
3.94332E+18,Sidecar,carousel_container,Da5eRffmN91,https://www.instagram.com/p/Da5eRffmN91/,2026-07-17T14:52:11.000Z,"#CONTESTALERT

Comment down the smiley you use the most in our comment section! 

*Bonus points if you tell us why! 

Results will be announced on
20th July 2026
5:00 PM IST

Winners will be selected through a random online raffle from all eligible entries.
Good luck, and may the best emoji win!

*T&C Apply 

#WorldEmojiDay #BarbequeNation #SmileAway #Emojis",873,2210,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"CONTESTALERT, WorldEmojiDay, BarbequeNation, SmileAway, Emojis",,26-07-2026 11:49
3.94114E+18,Video,clips,DaxuYUIhvRv,https://www.instagram.com/p/DaxuYUIhvRv/,2026-07-14T14:40:05.000Z,"This July, discover The Nawab's Table with Chef Aditya Sahu—a limited-time culinary experience that reimagines Mughlai classics with a contemporary twist.

Expect bold flavours, rich aromas, and dishes crafted to celebrate the royal legacy of Mughlai cuisine.

📍 Barbeque Nation, Fun Republic, Lokhandwala, Mumbai
📅 15th – 19th July, 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #BarbequeVibes #Mumbai

Mumbai food festival | Mumbai chef pop up | Mughlai food Mumbai | Lokhandwala restaurants | Andheri West restaurants | Buffet in Mumbai | Unlimited buffet Mumbai",929,21,,77261,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, Mumbai",,26-07-2026 11:49
3.93241E+18,Video,clips,DaSu0xohGyt,https://www.instagram.com/p/DaSu0xohGyt/,2026-07-02T13:46:49.000Z,"Malai ki richness mein paan ka classic swaad, pesh karte hai - Malai Paan Mastana Kulfi!

#MalaiPaan #Kulfi #BarbequeNation",64,0,3891,43883,barbequenation,Barbeque Nation,506635909,,FALSE,,"MalaiPaan, Kulfi, BarbequeNation",,26-07-2026 11:49
3.93241E+18,Video,clips,DaSvE_6BoGA,https://www.instagram.com/p/DaSvE_6BoGA/,2026-07-02T13:49:07.000Z,"Asli kesar aur malai ka shahi milan, pesh karte hai - Malai Kesari Shaan Kulfi!

#MalaiKesari #Kulfi #BarbequeNation",61,2,2661,37867,barbequenation,Barbeque Nation,506635909,,FALSE,,"MalaiKesari, Kulfi, BarbequeNation",,26-07-2026 11:49
3.93241E+18,Video,clips,DaSu7XFBEF6,https://www.instagram.com/p/DaSu7XFBEF6/,2026-07-02T13:47:45.000Z,"Malai ka pyaar, aam ki bahaar, pesh karte hai - Malai Aam Masti Kulfi!

#MalaiAam #Kulfi #BarbequeNation",49,0,2609,36973,barbequenation,Barbeque Nation,506635909,,FALSE,,"MalaiAam, Kulfi, BarbequeNation",,26-07-2026 11:49
3.93826E+18,Sidecar,carousel_container,Dangv9HmG9I,https://www.instagram.com/p/Dangv9HmG9I/,2026-07-10T15:27:29.000Z,"This July, pull up a chair at The Royal Bengal Table, where Chef Suraj Thapa brings Bengal's forgotten culinary treasures back to life—one heirloom recipe at a time.

From royal kitchens to family heirlooms, every bite tells a story worth rediscovering.

📍 Barbeque Nation, Kukatpally, Hyderabad
📅 20th – 26th July, 2026

Reserve your table and taste the Bengal you've never known.

#BengaliCuisine #Hyderabad #BarbequeNation",318,24,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BengaliCuisine, Hyderabad, BarbequeNation",,26-07-2026 11:49
3.93241E+18,Video,clips,DaStbWOB4i4,https://www.instagram.com/p/DaStbWOB4i4/,2026-07-02T13:34:39.000Z,"Pesh karte hai, double flavour wale Ku-ku-ku Kulfis!

#Kulfi #BarbequeNation",69,0,2823,39797,barbequenation,Barbeque Nation,506635909,,FALSE,,"Kulfi, BarbequeNation",,26-07-2026 11:49
3.93739E+18,Sidecar,carousel_container,DakbfeDGLnf,https://www.instagram.com/p/DakbfeDGLnf/,2026-07-09T10:43:50.000Z,"For the first time ever, the flavours of Southern India arrive at Barbeque Nation UAE. 🌴

Experience Aromas of Southern India, an exclusive chef takeover by Chef Kenneth Gopinath, the youngest contestant on MasterChef India 2023.

Discover South Indian cuisine like you've never tasted before, every dish has been crafted to celebrate the richness of the South with a fresh perspective.

📍 Barbeque Nation, Al Barsha, Dubai
📅 20th–26th July, 2026
📞+971 4 872 3613

#BarbequeNation #BarbequeVibes #Dubai",211,21,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, Dubai",,26-07-2026 11:49
3.93168E+18,Image,feed,DaQJaHVBYtw,https://www.instagram.com/p/DaQJaHVBYtw/,2026-07-01T13:41:03.000Z,"Turns out... social media managers don't always know what day it is. 🤦‍♀️

#SocialMediaDay #BetterLateThanNever #BarbequeNation",61,1,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"SocialMediaDay, BetterLateThanNever, BarbequeNation",,26-07-2026 11:49
3.93581E+18,Image,feed,Daez0M0BGml,https://www.instagram.com/p/Daez0M0BGml/,2026-07-07T06:20:59.000Z,"Some points are earned.
Some are brownie points. 😉

Because the sweetest rewards are always on the table at Barbeque Nation. ❤️🍽️

#WorldChocolateDay #BarbequeNation",90,2,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"WorldChocolateDay, BarbequeNation",,26-07-2026 11:49
3.93033E+18,Video,clips,DaLV-ZNBDa9,https://www.instagram.com/p/DaLV-ZNBDa9/,2026-06-29T16:57:59.000Z,"When every dish looks too good to skip... the answer is simple. Have it all! ❤️🔥

Book Your Table on the Barbeque Nation app or website.

#BarbequeNation #FoodLovers #UnlimitedBuffet",248,9,14278,75536,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, FoodLovers, UnlimitedBuffet",,26-07-2026 11:49
3.94115E+18,Sidecar,carousel_container,DaxyyNpGOOZ,https://www.instagram.com/p/DaxyyNpGOOZ/,2026-07-14T15:17:29.000Z,"When the rains arrive, so do the flavours we've all been craving.

From spicy Misal to comforting monsoon favourites from across India, Chef Sadik Mullani brings the season to your plate—one delicious bite at a time. ❤️🍲

📍 Barbeque Nation, Deccan Mall, Pune
📅 21st – 27th July 2026

Reserve your table now on the Barbeque Nation App or Website.
08069026720 for reservations!

#BarbequeNation #TasteOfMonsoon #Pune #MonsoonFood",462,50,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, TasteOfMonsoon, Pune, MonsoonFood",,26-07-2026 11:49
3.93317E+18,Video,clips,DaVcE9UMJG-,https://www.instagram.com/p/DaVcE9UMJG-/,2026-07-03T15:01:14.000Z,"Only 2 days left to experience the royal flavours of Magadh. ✨

Curated by Chef Shacchi Anand, this limited-time culinary journey brings the rich heritage and authentic flavours of Bihar straight to your table. Every dish has a story—come savour it before it's gone.

📍 Barbeque Nation, Vegas Mall, Dwarka, Delhi
📅 Till 5th July, 2026

Reserve your table now on the Barbeque Nation app or website.

#BarbequeNation #Magadh #BiharFood",332,8,9671,58306,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, Magadh, BiharFood",,26-07-2026 11:49
3.92879E+18,Video,clips,DaF37zchPiB,https://www.instagram.com/p/DaF37zchPiB/,2026-06-27T13:56:41.000Z,"This July, embark on a culinary journey through the rich flavours of Magadh, thoughtfully curated by Chef Shacchi Anand.

📍 Barbeque Nation, Vegas Mall, Dwarka
📅 1st - 5th July, 2026

Come hungry for authentic Bihari delicacies, regional favourites, and an unlimited buffet experience unlike any other.

Reserve your table on the Barbeque Nation app or website.

Bihari Food | Magadh Cuisine | Regional Delicacies | Food Festival | Unlimited Buffet

#Delhi #Dwarka #Magadh #BihariFood #BarbequeNation",277,6,8113,61566,barbequenation,Barbeque Nation,506635909,,FALSE,,"Delhi, Dwarka, Magadh, BihariFood, BarbequeNation",,26-07-2026 11:49
3.92885E+18,Video,clips,DaGGI3_hkK7,https://www.instagram.com/p/DaGGI3_hkK7/,2026-06-27T16:03:09.000Z,"Our kind of superpower? Never saying no to great food. 💪😉

Book Your Table on the Barbeque Nation app or website.

#BarbequeNation #FoodLovers #UnlimitedBuffet",242,10,13602,69398,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, FoodLovers, UnlimitedBuffet",,26-07-2026 11:49
3.93029E+18,Video,clips,DaLMSjfhkfj,https://www.instagram.com/p/DaLMSjfhkfj/,2026-06-29T15:31:06.000Z,"The flavours of Magadh are here, and every dish has a story to tell. Curated by Chef Shacchi Anand, this is your chance to experience a culinary journey inspired by the heart of Bihar.

📍 Barbeque Nation, Vegas Mall, Dwarka, Delhi
📅 1st - 5th July, 2026

Reserve your table on the Barbeque Nation app or website.

#Delhi #Dwarka #Magadh #BarbequeNation",103,3,6073,49375,barbequenation,Barbeque Nation,506635909,,FALSE,,"Delhi, Dwarka, Magadh, BarbequeNation",,26-07-2026 11:49
3.92709E+18,Sidecar,carousel_container,DZ_1869mHQ_,https://www.instagram.com/p/DZ_1869mHQ_/,2026-06-25T05:43:08.000Z,"Every dish has a story. These ones come straight from the Konkan coast.

From rich Mutton Sagoti and comforting Goan Poi to the iconic Goan Fish Curry, discover the authentic flavours of Goa and Konkan, crafted for a limited-time culinary journey.

Book your table now on the Barbeque Nation app or website.

#BarbequeNation #BarbequeVibes #WhereKonkanMeetsGoa #GoanCuisine #KonkanCuisine",129,10,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, WhereKonkanMeetsGoa, GoanCuisine, KonkanCuisine",,26-07-2026 11:49
3.92739E+18,Sidecar,carousel_container,DaA5TFVmDIF,https://www.instagram.com/p/DaA5TFVmDIF/,2026-06-25T15:31:37.000Z,"For five days only, Chef Shacchi Anand brings the rich culinary heritage of Magadh to Barbeque Nation with authentic recipes, regional flavours, and dishes that celebrate the heart of Bihar.

From age-old family recipes to flavours that have travelled through generations, discover a dining experience that's as soulful as it is delicious.

📍 Vegas Mall, Dwarka
📅 1st - 5th July, 2026

Seats are limited. Book your table now on the Barbeque Nation app or website and be part of this culinary journey.

#BarbequeNation #BarbequeVibes #FlavoursOfMagadh #BiharFood",89,2,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, FlavoursOfMagadh, BiharFood",,26-07-2026 11:49
3.92859E+18,Video,clips,DaFJQADhjVo,https://www.instagram.com/p/DaFJQADhjVo/,2026-06-27T07:09:32.000Z,"Gurugram, we're here yet again! 🎉🔥

We're excited to welcome you to our Barbeque Nation outlet in Gurugram, now open at:

📍 Ground Floor, MGF Metropolitan Mall, MG Road, Sector 25, Gurugram

See you at the grill! ❤️

#BarbequeNation #Gurugram #NewStore #NewLaunch #BarbequeVibes",187,4,10726,59040,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, Gurugram, NewStore, NewLaunch, BarbequeVibes",,26-07-2026 11:49
3.92812E+18,Video,clips,DaDgGAUhBBa,https://www.instagram.com/p/DaDgGAUhBBa/,2026-06-26T15:50:30.000Z,"Some signs are just too delicious to ignore😋🔥

#Grills #Cravings #BarbequeNation",118,3,13555,77034,barbequenation,Barbeque Nation,506635909,,FALSE,,"Grills, Cravings, BarbequeNation",,26-07-2026 11:49
3.92651E+18,Image,feed,DZ9w1ibBbLt,https://www.instagram.com/p/DZ9w1ibBbLt/,2026-06-24T10:20:00.000Z,"Muskurane ki wajah aane wala hai....

Coming soon!!

#BarbequeNation #MoreSmilesComingSoon #StayTuned",42,1,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, MoreSmilesComingSoon, StayTuned",,26-07-2026 11:49
3.92659E+18,Video,clips,DZ-CuE7hJ27,https://www.instagram.com/p/DZ-CuE7hJ27/,2026-06-24T12:58:28.000Z,"Join Celebrity Chef Anish Deshmukh as he decodes the language, flavours, and stories behind the rich culinary heritage of the Konkan coast. 🍛✨

📍 Barbeque Nation, Atria Worli Mall, Mumbai
📅 25th - 29th June 2026

#KonkanCuisine #KonkanCoast #BarbequeNation #MumbaiFoodies #FoodFestival",286,40,6102,38610,barbequenation,Barbeque Nation,506635909,,FALSE,,"KonkanCuisine, KonkanCoast, BarbequeNation, MumbaiFoodies, FoodFestival",,26-07-2026 11:49
3.92585E+18,Video,clips,DZ7bXpihP2W,https://www.instagram.com/p/DZ7bXpihP2W/,2026-06-23T12:35:17.000Z,"From the misty hills of the Northeast to your plate in Bengaluru. 🌄🍽️

Join Chef Nambie Marak as she brings the bold, soulful flavours of the Seven Sisters to Barbeque Nation. A limited-time culinary journey packed with authentic recipes, local ingredients, and stories from the region.

📍 JP Nagar, Bengaluru
📅 24th–28th June 2026

Book your table on the Barbeque Nation app or website.

#NorthEastIndia #Bengaluru #Arunachal #Meghalaya #BarbequeNation",290,6,8545,53069,barbequenation,Barbeque Nation,506635909,,FALSE,,"NorthEastIndia, Bengaluru, Arunachal, Meghalaya, BarbequeNation",,26-07-2026 11:49
3.92418E+18,Sidecar,carousel_container,DZ1e-XRGFRJ,https://www.instagram.com/p/DZ1e-XRGFRJ/,2026-06-21T05:09:57.000Z,"Finding balance? ✔️
Finding happiness? ✔️
Finding that one extra piece on your plate? ✔️✔️✔️

Welcome to The Art Of Inner Piece.

#YogaDay #TheArtOfInnerPiece #BarbequeNation",73,0,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"YogaDay, TheArtOfInnerPiece, BarbequeNation",,26-07-2026 11:49
3.92451E+18,Sidecar,carousel_container,DZ2p5eJGH_O,https://www.instagram.com/p/DZ2p5eJGH_O/,2026-06-21T16:04:39.000Z,"The crackle of a grill.
The simmer of mom's mutton curry.
The laughter around a biryani.

Some of the best music you'll ever hear isn't played. It's shared around a table.

Happy World Music Day. ❤️🎶

#WorldMusicDay #BarbequeNation #SoundsLikeHome",100,5,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"WorldMusicDay, BarbequeNation, SoundsLikeHome",,26-07-2026 11:49
3.92719E+18,Video,clips,DaAKg6ghNlx,https://www.instagram.com/p/DaAKg6ghNlx/,2026-06-25T08:48:06.000Z,"From the misty hills of Northeast India come flavours that tell stories of tradition, heritage, and community.

Welcome to Taste of the Seven Sisters, a specially curated culinary journey by Chef Nambie Marak, celebrating the rich and diverse cuisines of the Northeast.

📍 Barbeque Nation, JP Nagar, Bengaluru
📅 24th - 28th June, 2026

Book your table now on the Barbeque Nation app or website. ✨

#TasteOfTheSevenSisters #BarbequeNation #NorthEastCuisine #Bengaluru",921,28,12089,63005,barbequenation,Barbeque Nation,506635909,,FALSE,,"TasteOfTheSevenSisters, BarbequeNation, NorthEastCuisine, Bengaluru",,26-07-2026 11:49
3.92366E+18,Image,feed,DZzo4Bxh8NL,https://www.instagram.com/p/DZzo4Bxh8NL/,2026-06-20T11:58:02.000Z,"RESULT ANNOUNCEMENT!

THE ROAST-OFF IS OVER

Hundreds of dad jokes.
Countless dad roasts.
But only a few could take home the win.

Congratulations to our winners!
Keep a lookout on your DMs today for details on enjoying the ultimate family feast tomorrow.

#BaapOfGrills #BarbequeNation #FathersDay",109,40,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"BaapOfGrills, BarbequeNation, FathersDay",,26-07-2026 11:49
3.92786E+18,Video,clips,DaCkssphNgq,https://www.instagram.com/p/DaCkssphNgq/,2026-06-26T07:22:31.000Z,This will bring a hugeeee smile to your face :),30,2,3769,40723,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.92374E+18,Video,clips,DZz6jRbtpNv,https://www.instagram.com/p/DZz6jRbtpNv/,2026-06-20T14:33:19.000Z,"Meet Chef Manikandan, the culinary force behind Dum-e-Karam.

Drawing inspiration from generations of home kitchens and regional traditions, Chef Manikandan brings together bold spices, slow-cooked delicacies, and authentic flavours that tell a story with every bite.

Join us as he takes you through the inspiration behind this special pop-up and the dishes that make Andhra and Hyderabadi cuisine truly unforgettable.

📍 Barbeque Nation, Porur, Chennai
📅 Only till 21st June, 2026

Book your table on the Barbeque Nation app or website.

#Chennai #BarbequeNation #Andhra #Hyderabadi",255,7,10600,52684,barbequenation,Barbeque Nation,506635909,,FALSE,,"Chennai, BarbequeNation, Andhra, Hyderabadi",,26-07-2026 11:49
3.92418E+18,Image,feed,DZ1f9tXBIkd,https://www.instagram.com/p/DZ1f9tXBIkd/,2026-06-21T06:00:06.000Z,"Iss Father’s Day, un sab extra servings of pyaar ke naam jo hamesha dil bhar dete hain. 🍢

#HappyFathersDay #BarbequeNation #BaapOfGrills",44,1,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"HappyFathersDay, BarbequeNation, BaapOfGrills",,26-07-2026 11:49
3.92587E+18,Sidecar,carousel_container,DZ7fuVMmESE,https://www.instagram.com/p/DZ7fuVMmESE/,2026-06-23T13:11:57.000Z,"From the hills of the Northeast to the grills of Bengaluru. 🌄✨

Swipe through a spread inspired by the Seven Sisters, curated by Chef Nambie Marak. From cherished regional recipes to ingredients native to the Northeast, every dish brings a taste of a culture rich in flavour and tradition.

📍 JP Nagar, Bengaluru
📅 24th–28th June 2026

Book your table on the Barbeque Nation app or website.

#NorthEastIndia #Bengaluru #SevenSisters #BarbequeNation",224,9,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"NorthEastIndia, Bengaluru, SevenSisters, BarbequeNation",,26-07-2026 11:49
3.92228E+18,Sidecar,carousel_container,DZuvIfMmPNb,https://www.instagram.com/p/DZuvIfMmPNb/,2026-06-18T14:16:28.000Z,"#CONTESTALERT

*PLEASE NOTE: CONTEST RESULTS HAVE BEEN POSTED*

Tell us your dad' best roast!

Results will be announced on
20th June 2026
5:00 PM IST

Winners will be selected through a random online raffle from all eligible entries.
Good luck, and may the best roast win!

*T&C Apply 

#BaapOfGrills #BarbequeNation #FathersDay",749,916,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"CONTESTALERT, BaapOfGrills, BarbequeNation, FathersDay",,26-07-2026 11:49
3.92939E+18,Video,clips,DaH_p7ABw6r,https://www.instagram.com/p/DaH_p7ABw6r/,2026-06-28T09:42:46.000Z,"Just 2 days left to savour the flavours of the Konkan coast. 🌊

From the rich, comforting Mutton Sagoti and freshly baked Goan Poi to the iconic Goan Fish Curry, this limited-time culinary journey is almost at its final stop.

If Goa has been on your mind, this is your sign to experience its authentic flavours—right here at Barbeque Nation.

📅 Only 2 days remaining. Book your table now on the Barbeque Nation app or website.

#BarbequeNation #BarbequeVibes #WhereKonkanMeetsGoa",465,35,20615,79089,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BarbequeVibes, WhereKonkanMeetsGoa",,26-07-2026 11:49
3.92493E+18,Video,clips,DZ4JpoxBx_V,https://www.instagram.com/p/DZ4JpoxBx_V/,2026-06-22T06:02:33.000Z,"This June, travel down the coast through the vibrant flavours of Talkonkan, curated by Celebrity Chef Anish Deshmukh. 

📍 Barbeque Nation, Atria Worli Mall, Mumbai
📅 25th – 29th June, 2026

Come hungry for authentic Konkan cuisine, Goan food favourites, seafood specials, regional delicacies and an unlimited buffet experience unlike any other.

Reserve your table on the Barbeque Nation app or website. 

Konkan Food | Goan Cuisine | Coastal Cuisine | Seafood Festival | Mumbai Food Festival | Unlimited Buffet

#Mumbai #Goan #KonkanCoast #Goa #BarbequeNation",711,97,22896,81095,barbequenation,Barbeque Nation,506635909,,FALSE,TRUE,"Mumbai, Goan, KonkanCoast, Goa, BarbequeNation",,26-07-2026 11:49
